amount,payment_method,gateway,failure_reason,network_latency,gateway_health,issuer_health,customer_action_required,previous_attempt_count,recent_gateway_success_rate,historical_recovery_rate,time_since_failure,recovered
8852.62,wallet,gateway_b,card_expired,995,0.0991,0.8032,0,4,0.5381,0.4381,4444,0
38852.53,net_banking,gateway_c,network_timeout,935,0.1993,0.005,0,3,0.7488,0.6302,6906,0
31349.75,upi,gateway_c,network_timeout,29,0.2791,0.4774,1,3,0.6828,0.8154,6200,0
71095.26,net_banking,gateway_b,issuer_unavailable,745,0.4008,0.7174,0,2,0.7723,0.7846,5411,1
57689.6,debit_card,gateway_a,insufficient_funds,219,0.6946,0.754,1,1,0.3213,0.2331,4753,1
86353.3,debit_card,gateway_a,card_expired,566,0.055,0.9614,0,0,0.7951,0.7872,3963,0
8670.49,net_banking,gateway_b,network_timeout,72,0.2597,0.5485,0,2,0.9579,0.385,1250,0
40557.65,debit_card,gateway_b,temporary_gateway_error,709,0.8822,0.2458,0,1,0.5796,0.2684,7153,1
9332.89,debit_card,gateway_c,insufficient_funds,612,0.3518,0.3025,0,1,0.6126,0.6994,793,0
80520.36,net_banking,gateway_a,network_timeout,352,0.4521,0.3287,0,3,0.5362,0.4963,2637,0
44493.34,debit_card,gateway_a,authentication_required,442,0.2832,0.4813,1,4,0.4928,0.5407,6242,0
50101.22,net_banking,gateway_a,rate_limit,242,0.3686,0.1738,0,2,0.3691,0.2643,1178,1
14372.8,debit_card,gateway_b,issuer_unavailable,498,0.2561,0.8376,0,2,0.3511,0.8783,5152,0
9302.21,wallet,gateway_a,card_expired,617,0.007,0.3709,0,2,0.7028,0.5617,2635,0
87077.8,credit_card,gateway_a,issuer_unavailable,673,0.9771,0.6182,0,2,0.4853,0.8555,3190,1
94501.51,upi,gateway_a,authentication_required,104,0.7447,0.6416,1,2,0.3707,0.7862,3110,1
60486.21,net_banking,gateway_b,authentication_required,209,0.5607,0.694,1,2,0.8605,0.8694,2795,0
34270.82,credit_card,gateway_a,card_expired,915,0.338,0.1901,0,0,0.4705,0.5204,5771,0
64791.84,wallet,gateway_c,temporary_gateway_error,961,0.2087,0.8608,0,2,0.9849,0.5465,1989,1
77953.73,net_banking,gateway_a,suspected_fraud,464,0.836,0.6406,0,3,0.7488,0.6985,6832,0
97556.37,net_banking,gateway_b,insufficient_funds,483,0.406,0.6992,0,1,0.9496,0.2472,846,0
1156.52,debit_card,gateway_b,insufficient_funds,254,0.8291,0.0204,0,3,0.9882,0.665,5309,0
73223.98,debit_card,gateway_b,issuer_unavailable,229,0.0822,0.7015,0,3,0.5639,0.8569,6280,1
54486.16,credit_card,gateway_a,temporary_gateway_error,698,0.2742,0.5869,0,2,0.6916,0.861,6472,0
95010.68,wallet,gateway_a,suspected_fraud,481,0.3299,0.3228,0,3,0.9587,0.5694,1903,0
88256.83,credit_card,gateway_c,insufficient_funds,98,0.5154,0.8658,0,0,0.8007,0.5784,5986,1
94086.46,net_banking,gateway_a,insufficient_funds,180,0.006,0.0044,0,2,0.6547,0.3331,4012,0
14958.51,net_banking,gateway_b,issuer_unavailable,510,0.0165,0.7433,0,3,0.9734,0.2648,7048,0
55180.5,debit_card,gateway_b,temporary_gateway_error,581,0.758,0.6405,0,1,0.9566,0.2229,3795,1
76426.32,debit_card,gateway_a,issuer_unavailable,1000,0.1812,0.2909,0,1,0.5179,0.6891,4693,1
11050.33,net_banking,gateway_b,temporary_gateway_error,581,0.4889,0.4368,0,1,0.6743,0.3071,7118,1
73131.53,debit_card,gateway_a,card_expired,201,0.2072,0.978,0,1,0.7091,0.5265,2737,0
78588.82,wallet,gateway_a,insufficient_funds,533,0.1466,0.0631,0,1,0.986,0.5537,475,1
22821.3,debit_card,gateway_c,temporary_gateway_error,523,0.4401,0.6275,0,4,0.5634,0.4148,4862,1
50273.63,net_banking,gateway_a,card_expired,214,0.4581,0.3294,0,2,0.625,0.5016,4786,0
79856.5,net_banking,gateway_a,issuer_unavailable,473,0.5425,0.6455,0,3,0.3232,0.3661,5553,0
42252.6,net_banking,gateway_b,issuer_unavailable,742,0.3903,0.3614,0,0,0.6297,0.278,3367,0
56533.94,debit_card,gateway_c,issuer_unavailable,422,0.6084,0.527,0,1,0.4194,0.8252,6896,1
73873.05,upi,gateway_a,suspected_fraud,517,0.7198,0.4191,0,4,0.3783,0.6191,3536,0
66655.82,debit_card,gateway_a,rate_limit,996,0.4831,0.3123,0,3,0.4587,0.4528,1420,1
88623.09,upi,gateway_c,insufficient_funds,477,0.5093,0.5716,0,2,0.9715,0.734,2095,0
95556.39,wallet,gateway_a,suspected_fraud,941,0.4514,0.9094,0,2,0.3257,0.4796,561,0
3835.18,wallet,gateway_c,temporary_gateway_error,285,0.7476,0.3633,0,4,0.4451,0.2423,2868,0
7030.8,credit_card,gateway_c,issuer_unavailable,323,0.9261,0.5601,0,4,0.8394,0.795,4458,0
43303.76,net_banking,gateway_b,rate_limit,686,0.1101,0.7375,0,3,0.6262,0.3771,4797,0
57111.02,wallet,gateway_a,network_timeout,842,0.8398,0.2427,0,0,0.3803,0.6526,7151,1
6150.16,debit_card,gateway_c,temporary_gateway_error,295,0.855,0.0594,0,3,0.4018,0.7336,7104,0
85538.34,wallet,gateway_b,temporary_gateway_error,998,0.2723,0.9606,0,3,0.9058,0.2916,766,1
37847.63,credit_card,gateway_b,authentication_required,428,0.2591,0.8202,1,3,0.5062,0.5638,6345,0
21955.27,credit_card,gateway_b,temporary_gateway_error,389,0.2418,0.0368,0,4,0.5556,0.2667,379,1
11210.78,credit_card,gateway_b,rate_limit,648,0.443,0.2729,0,0,0.7289,0.3428,6988,0
48474.61,debit_card,gateway_a,insufficient_funds,743,0.7417,0.4593,0,1,0.6468,0.6944,7005,1
17891.89,net_banking,gateway_a,insufficient_funds,379,0.4486,0.6711,0,4,0.3364,0.4669,722,0
82534.51,net_banking,gateway_c,issuer_unavailable,260,0.6151,0.4896,0,0,0.816,0.7863,4581,1
93183.19,credit_card,gateway_b,suspected_fraud,933,0.286,0.0563,0,0,0.831,0.2502,2628,0
64301.13,debit_card,gateway_a,insufficient_funds,715,0.9487,0.3478,0,3,0.6991,0.8534,6921,0
8947.05,upi,gateway_b,authentication_required,313,0.6992,0.7341,1,0,0.7485,0.272,1811,1
20413.74,credit_card,gateway_b,issuer_unavailable,182,0.7195,0.9155,0,2,0.9017,0.264,2817,0
41071.26,net_banking,gateway_c,issuer_unavailable,42,0.3303,0.005,0,4,0.4456,0.7401,7193,0
64873.14,debit_card,gateway_c,temporary_gateway_error,264,0.0662,0.5773,0,2,0.9706,0.3241,6210,1
46586.63,debit_card,gateway_b,temporary_gateway_error,332,0.6407,0.4648,1,3,0.5471,0.6646,5394,0
59613.03,credit_card,gateway_a,issuer_unavailable,934,0.1348,0.6062,0,0,0.8115,0.7891,3074,0
86906.25,wallet,gateway_a,network_timeout,108,0.7008,0.6967,0,1,0.5472,0.653,2420,1
14335.24,wallet,gateway_c,network_timeout,601,0.1323,0.8592,0,4,0.4987,0.2831,2014,1
3531.24,debit_card,gateway_a,rate_limit,516,0.1849,0.5505,0,2,0.8541,0.896,1851,1
44162.56,upi,gateway_a,card_expired,371,0.2583,0.6428,0,2,0.5769,0.7228,3234,0
56675.7,credit_card,gateway_a,authentication_required,132,0.0899,0.3392,1,2,0.9506,0.6851,510,0
85089.47,credit_card,gateway_b,suspected_fraud,275,0.2636,0.89,0,4,0.9809,0.4796,4809,0
19974.29,debit_card,gateway_c,insufficient_funds,840,0.2882,0.1163,0,3,0.8366,0.4327,6935,0
66345.34,net_banking,gateway_a,authentication_required,213,0.9475,0.5921,1,0,0.5774,0.3436,4260,1
16444.71,upi,gateway_a,temporary_gateway_error,39,0.8846,0.9318,0,2,0.8079,0.6524,2113,1
98759.47,debit_card,gateway_b,network_timeout,128,0.8219,0.3851,1,4,0.9828,0.7809,5750,0
28026.98,net_banking,gateway_b,rate_limit,292,0.859,0.5905,0,4,0.5672,0.8306,4545,1
18129.17,credit_card,gateway_b,network_timeout,926,0.308,0.9773,1,2,0.8743,0.483,355,0
68746.95,upi,gateway_c,temporary_gateway_error,535,0.7033,0.5699,0,3,0.3851,0.3875,5025,1
62267.65,wallet,gateway_c,card_expired,21,0.8252,0.2754,1,0,0.6879,0.3276,578,0
40959.15,wallet,gateway_c,card_expired,874,0.2138,0.641,0,3,0.846,0.6235,3960,0
20556.07,wallet,gateway_c,issuer_unavailable,790,0.0933,0.4893,0,1,0.7913,0.2385,4862,1
37533.05,net_banking,gateway_c,card_expired,458,0.0981,0.6005,0,2,0.6533,0.4814,817,0
15267.91,debit_card,gateway_c,temporary_gateway_error,355,0.9192,0.2139,0,2,0.8319,0.4765,5648,0
28538.09,net_banking,gateway_a,network_timeout,628,0.2613,0.5212,0,1,0.968,0.7547,3431,0
12860.73,credit_card,gateway_b,network_timeout,647,0.9185,0.0486,0,0,0.5668,0.6775,3390,0
96287.59,debit_card,gateway_b,network_timeout,141,0.8105,0.7035,0,4,0.9838,0.7359,3938,0
39747.76,credit_card,gateway_a,insufficient_funds,263,0.3262,0.967,0,1,0.3065,0.5655,6004,0
49450.99,debit_card,gateway_b,suspected_fraud,314,0.7113,0.0089,0,4,0.617,0.553,803,0
55827.61,credit_card,gateway_b,temporary_gateway_error,265,0.441,0.0907,0,0,0.9955,0.8868,4433,1
90388.0,upi,gateway_c,authentication_required,411,0.8042,0.1423,1,3,0.7501,0.6323,7099,0
30953.66,wallet,gateway_a,card_expired,229,0.5343,0.9847,0,4,0.3335,0.7658,659,0
69961.98,net_banking,gateway_a,network_timeout,50,0.4104,0.4794,0,0,0.8289,0.5799,4178,1
63725.41,credit_card,gateway_c,authentication_required,521,0.4132,0.6968,1,3,0.8384,0.8207,15,1
86875.05,debit_card,gateway_c,rate_limit,80,0.2272,0.8057,0,1,0.5789,0.8769,2440,1
36240.97,debit_card,gateway_b,network_timeout,980,0.2879,0.944,0,0,0.7738,0.5361,3287,1
28285.78,wallet,gateway_b,authentication_required,860,0.9681,0.5338,1,1,0.4138,0.7963,1256,1
78428.72,upi,gateway_b,rate_limit,74,0.4333,0.6707,0,1,0.547,0.2557,2928,0
52182.54,credit_card,gateway_a,network_timeout,151,0.0399,0.4872,0,2,0.4146,0.8766,3516,1
71144.18,credit_card,gateway_b,issuer_unavailable,932,0.0458,0.0223,0,3,0.4432,0.2926,3174,0
69565.47,credit_card,gateway_b,insufficient_funds,831,0.0223,0.7445,0,1,0.3556,0.8355,3910,0
33691.47,debit_card,gateway_b,authentication_required,556,0.8755,0.9322,1,4,0.6894,0.4551,1795,1
29417.53,credit_card,gateway_c,authentication_required,341,0.6546,0.6439,1,2,0.7641,0.3072,7046,0
15478.76,credit_card,gateway_b,authentication_required,929,0.1786,0.4771,1,3,0.7248,0.5217,6533,1
85893.66,credit_card,gateway_a,authentication_required,807,0.9184,0.7746,1,2,0.4357,0.8168,3528,1
65902.26,upi,gateway_b,authentication_required,852,0.8438,0.3646,1,3,0.6429,0.8111,876,1
15869.31,upi,gateway_c,rate_limit,749,0.6069,0.7397,0,4,0.4196,0.4934,4871,0
89942.18,upi,gateway_b,suspected_fraud,821,0.5274,0.3402,0,2,0.6635,0.2961,5404,0
94399.21,upi,gateway_a,rate_limit,779,0.7773,0.2043,0,1,0.5012,0.6587,6999,0
7535.29,upi,gateway_c,network_timeout,349,0.9316,0.5578,0,1,0.3476,0.6617,1164,1
36699.58,upi,gateway_b,insufficient_funds,264,0.0883,0.5521,0,3,0.4841,0.2991,5171,0
12754.24,wallet,gateway_a,card_expired,953,0.4693,0.1195,0,1,0.4839,0.7466,3955,0
41793.98,wallet,gateway_a,card_expired,978,0.4478,0.0164,0,2,0.551,0.7269,2838,0
62563.93,wallet,gateway_b,rate_limit,593,0.272,0.6616,0,3,0.3363,0.3469,320,0
35683.18,net_banking,gateway_c,card_expired,259,0.1648,0.3016,0,0,0.9095,0.6441,4318,0
43158.08,debit_card,gateway_a,suspected_fraud,652,0.637,0.2113,0,1,0.9871,0.8258,5974,0
5840.47,upi,gateway_c,network_timeout,774,0.8725,0.4895,0,4,0.3918,0.2633,3308,1
89290.6,credit_card,gateway_b,card_expired,50,0.2825,0.2058,0,0,0.475,0.8248,1836,0
32206.83,debit_card,gateway_b,temporary_gateway_error,382,0.396,0.1878,0,4,0.8036,0.2269,6294,0
72477.84,upi,gateway_b,suspected_fraud,405,0.7756,0.6638,0,1,0.8779,0.5447,6348,0
66029.01,debit_card,gateway_a,authentication_required,281,0.5724,0.8143,1,0,0.7777,0.4013,3636,0
39741.64,upi,gateway_b,network_timeout,49,0.0995,0.1244,0,2,0.7343,0.3095,556,0
28507.48,upi,gateway_a,suspected_fraud,475,0.4607,0.1321,0,3,0.7858,0.8249,4617,0
29983.62,upi,gateway_c,network_timeout,477,0.9754,0.9448,0,0,0.3452,0.8825,238,0
40094.51,upi,gateway_b,authentication_required,199,0.519,0.6507,1,0,0.6314,0.4492,925,0
90313.56,net_banking,gateway_b,card_expired,370,0.1625,0.8305,0,4,0.8051,0.6353,4126,0
8822.27,credit_card,gateway_a,rate_limit,350,0.5268,0.7554,0,4,0.8411,0.6009,4090,1
59705.73,net_banking,gateway_a,temporary_gateway_error,576,0.8091,0.0383,0,1,0.4532,0.3348,4939,0
46967.35,wallet,gateway_a,issuer_unavailable,121,0.7852,0.7837,0,1,0.3623,0.5186,5450,1
34988.06,wallet,gateway_c,issuer_unavailable,186,0.1454,0.1074,0,3,0.4206,0.7339,3412,0
82445.93,wallet,gateway_a,authentication_required,743,0.1712,0.4615,1,3,0.8349,0.5811,6604,0
84685.23,debit_card,gateway_b,suspected_fraud,903,0.6837,0.9994,0,2,0.6524,0.529,5925,0
59860.07,upi,gateway_b,authentication_required,550,0.2035,0.4396,1,4,0.6786,0.2389,3580,0
18921.4,wallet,gateway_b,issuer_unavailable,870,0.2046,0.0529,0,2,0.8909,0.2617,6199,1
25857.4,wallet,gateway_a,suspected_fraud,231,0.8456,0.2928,0,0,0.7855,0.5049,6663,0
85716.86,debit_card,gateway_b,authentication_required,562,0.8192,0.9979,1,1,0.3151,0.8229,3393,1
33840.2,debit_card,gateway_a,suspected_fraud,969,0.6451,0.7391,0,4,0.4693,0.2127,2709,0
86958.43,credit_card,gateway_c,rate_limit,665,0.5323,0.446,0,3,0.7694,0.6253,2257,1
38194.12,wallet,gateway_c,temporary_gateway_error,730,0.4467,0.1118,0,1,0.424,0.5036,5735,0
65606.39,net_banking,gateway_c,authentication_required,820,0.3175,0.8469,1,0,0.3407,0.8398,6531,0
88995.27,debit_card,gateway_b,card_expired,73,0.6989,0.4681,0,3,0.7366,0.8265,6581,0
23524.61,net_banking,gateway_b,network_timeout,178,0.8687,0.5913,0,2,0.7534,0.8281,3900,1
72042.39,credit_card,gateway_a,temporary_gateway_error,414,0.7138,0.1994,0,3,0.5931,0.8345,1460,1
70186.3,debit_card,gateway_c,rate_limit,255,0.5573,0.5784,0,4,0.9515,0.6723,382,0
14288.39,upi,gateway_b,temporary_gateway_error,866,0.4124,0.5466,0,3,0.4542,0.8678,548,0
3985.27,upi,gateway_c,card_expired,879,0.984,0.0638,0,3,0.9511,0.6578,6908,0
54369.26,credit_card,gateway_c,temporary_gateway_error,874,0.152,0.1532,0,4,0.3584,0.3066,6978,0
9002.28,wallet,gateway_a,rate_limit,57,0.9243,0.4297,0,3,0.743,0.5721,2537,1
5506.57,credit_card,gateway_b,issuer_unavailable,123,0.1612,0.9084,0,0,0.932,0.4979,7133,1
74837.66,wallet,gateway_a,suspected_fraud,336,0.2711,0.8858,0,4,0.4471,0.76,1504,0
15430.24,upi,gateway_b,suspected_fraud,260,0.6523,0.1727,1,2,0.7502,0.5432,2159,0
92796.3,credit_card,gateway_c,suspected_fraud,483,0.9433,0.1799,0,3,0.3872,0.3341,2602,0
57410.23,upi,gateway_b,rate_limit,26,0.8001,0.3028,0,1,0.499,0.6171,1953,1
96837.57,credit_card,gateway_c,card_expired,470,0.8261,0.8198,1,4,0.7357,0.7558,3326,0
70394.64,credit_card,gateway_a,issuer_unavailable,451,0.3941,0.0011,0,1,0.7406,0.8553,4450,1
46054.67,net_banking,gateway_a,temporary_gateway_error,498,0.7845,0.2689,0,1,0.6615,0.4741,3514,1
65691.11,upi,gateway_b,insufficient_funds,69,0.2966,0.8297,0,3,0.5568,0.24,4339,0
71020.57,debit_card,gateway_b,temporary_gateway_error,408,0.5087,0.5615,0,2,0.3706,0.2653,5847,1
25184.2,net_banking,gateway_a,network_timeout,778,0.384,0.4196,0,2,0.3128,0.4899,4438,0
27564.23,net_banking,gateway_a,issuer_unavailable,931,0.9685,0.4651,0,3,0.4974,0.7095,6285,0
16181.21,net_banking,gateway_a,insufficient_funds,192,0.3875,0.5423,0,1,0.4943,0.6243,5271,1
42564.08,upi,gateway_b,insufficient_funds,520,0.7529,0.3411,0,2,0.5189,0.5599,6459,0
29094.04,wallet,gateway_a,card_expired,986,0.0665,0.8945,0,4,0.7668,0.226,1111,0
58719.93,upi,gateway_a,suspected_fraud,324,0.8714,0.6052,0,4,0.5829,0.2483,4373,0
90622.05,wallet,gateway_c,issuer_unavailable,153,0.7334,0.21,0,3,0.9808,0.7237,467,1
14594.3,wallet,gateway_b,temporary_gateway_error,354,0.0494,0.4367,0,0,0.4327,0.3198,7126,1
8012.49,upi,gateway_c,temporary_gateway_error,768,0.418,0.9937,0,1,0.9795,0.5012,3192,1
60587.69,credit_card,gateway_b,suspected_fraud,327,0.5719,0.9212,0,3,0.6456,0.6949,451,0
42680.1,credit_card,gateway_c,rate_limit,541,0.3858,0.9237,0,0,0.945,0.8564,5479,1
4219.55,debit_card,gateway_a,insufficient_funds,232,0.1544,0.1677,0,0,0.7547,0.8046,2426,1
51592.2,net_banking,gateway_b,card_expired,654,0.0068,0.8423,0,1,0.5391,0.8735,5645,0
41477.96,wallet,gateway_c,card_expired,311,0.4536,0.1438,0,1,0.5373,0.2296,2720,0
89719.21,net_banking,gateway_c,issuer_unavailable,215,0.2119,0.7453,0,2,0.4019,0.8316,6381,1
42131.6,debit_card,gateway_a,authentication_required,964,0.1029,0.621,1,0,0.9619,0.7389,6120,1
77755.33,wallet,gateway_c,insufficient_funds,948,0.1802,0.5024,0,2,0.4126,0.2298,4992,0
63910.91,net_banking,gateway_b,suspected_fraud,312,0.5943,0.5311,0,1,0.6532,0.2066,143,0
31732.35,debit_card,gateway_b,temporary_gateway_error,130,0.5588,0.1151,0,4,0.9788,0.5587,4794,1
30732.14,net_banking,gateway_c,network_timeout,292,0.6345,0.0584,0,1,0.407,0.6243,2646,0
37415.58,debit_card,gateway_b,temporary_gateway_error,392,0.5828,0.7669,0,3,0.8197,0.4402,110,1
99283.47,net_banking,gateway_a,insufficient_funds,770,0.3262,0.1843,0,3,0.3865,0.5205,3600,0
99078.66,upi,gateway_b,authentication_required,213,0.5738,0.099,1,1,0.5047,0.8709,5355,1
70409.39,upi,gateway_c,suspected_fraud,442,0.9653,0.2997,1,4,0.6602,0.6259,4928,0
47399.22,net_banking,gateway_c,temporary_gateway_error,86,0.0578,0.0302,0,0,0.5719,0.6701,6887,1
45675.36,net_banking,gateway_b,temporary_gateway_error,509,0.1015,0.3908,0,1,0.5891,0.2729,46,1
45387.22,debit_card,gateway_a,card_expired,256,0.9527,0.9193,0,0,0.7252,0.3305,3231,0
3203.34,upi,gateway_a,network_timeout,272,0.1833,0.8228,0,0,0.6983,0.5054,1296,1
63950.42,debit_card,gateway_c,issuer_unavailable,824,0.4851,0.1488,0,4,0.9182,0.6367,2260,0
87304.56,debit_card,gateway_b,network_timeout,796,0.9489,0.2418,0,1,0.8142,0.3301,4748,1
78420.17,wallet,gateway_c,temporary_gateway_error,892,0.2622,0.4951,0,3,0.4012,0.3302,1918,1
1970.24,upi,gateway_a,card_expired,488,0.5288,0.4752,0,4,0.917,0.3636,645,0
71595.11,wallet,gateway_c,authentication_required,728,0.8005,0.967,1,4,0.9982,0.8544,296,1
65933.75,debit_card,gateway_c,temporary_gateway_error,883,0.5422,0.513,0,0,0.6495,0.273,5212,0
53318.22,debit_card,gateway_c,suspected_fraud,838,0.6749,0.2346,0,1,0.8638,0.5249,668,0
8423.89,debit_card,gateway_b,insufficient_funds,223,0.8847,0.2925,0,3,0.4715,0.4469,1437,0
65742.23,debit_card,gateway_b,issuer_unavailable,385,0.1426,0.5545,0,3,0.948,0.5991,6284,1
88513.27,upi,gateway_b,card_expired,681,0.0867,0.0644,0,2,0.4175,0.3779,4077,0
82490.81,upi,gateway_a,issuer_unavailable,448,0.7778,0.0795,0,4,0.9473,0.7042,3093,0
24849.79,wallet,gateway_b,insufficient_funds,763,0.8662,0.9928,0,1,0.4319,0.5913,4795,0
91780.37,credit_card,gateway_c,issuer_unavailable,904,0.9586,0.1801,1,0,0.4895,0.6401,5348,1
49656.06,upi,gateway_a,insufficient_funds,30,0.2673,0.9221,0,1,0.3167,0.4598,2281,1
69278.83,upi,gateway_a,network_timeout,80,0.7119,0.0226,0,0,0.5437,0.286,1113,1
56080.29,net_banking,gateway_b,issuer_unavailable,906,0.032,0.3573,0,2,0.5947,0.6001,2298,1
14260.73,debit_card,gateway_c,insufficient_funds,311,0.6451,0.5146,0,2,0.7435,0.3887,6911,1
48853.34,debit_card,gateway_a,issuer_unavailable,222,0.3235,0.9883,0,1,0.8865,0.3962,3670,0
83328.87,wallet,gateway_a,suspected_fraud,640,0.8279,0.007,0,3,0.5847,0.3308,5535,0
52458.15,net_banking,gateway_c,insufficient_funds,352,0.0974,0.8637,0,0,0.5056,0.361,4568,0
23135.23,net_banking,gateway_b,network_timeout,110,0.4851,0.5481,0,1,0.5711,0.3069,3247,1
13334.22,debit_card,gateway_a,card_expired,956,0.1834,0.5721,0,4,0.7094,0.5641,3945,0
17130.16,debit_card,gateway_c,rate_limit,425,0.362,0.9924,0,2,0.9927,0.8494,4160,0
72738.29,debit_card,gateway_a,authentication_required,938,0.5422,0.3431,1,3,0.6543,0.2651,95,1
27848.75,net_banking,gateway_a,issuer_unavailable,239,0.5888,0.0732,0,4,0.9924,0.2047,7080,1
91731.42,credit_card,gateway_a,network_timeout,872,0.0178,0.0716,0,0,0.3011,0.257,2011,0
35447.83,upi,gateway_a,card_expired,260,0.4745,0.6385,0,4,0.9421,0.281,957,0
47002.38,upi,gateway_b,issuer_unavailable,270,0.7,0.4909,0,1,0.7795,0.7389,5913,1
32913.81,debit_card,gateway_b,rate_limit,177,0.8822,0.3659,0,2,0.9693,0.4559,3421,0
32124.45,wallet,gateway_a,issuer_unavailable,602,0.6424,0.2859,0,4,0.8003,0.6835,4297,1
86416.82,upi,gateway_b,authentication_required,767,0.4578,0.543,1,2,0.56,0.433,4618,0
70012.98,wallet,gateway_b,authentication_required,150,0.1247,0.1365,1,3,0.4016,0.5157,6348,0
32342.24,wallet,gateway_c,issuer_unavailable,246,0.1034,0.0801,0,2,0.3486,0.6545,4933,0
94120.67,upi,gateway_c,issuer_unavailable,475,0.4702,0.1586,0,1,0.441,0.6293,5477,1
7550.61,wallet,gateway_b,rate_limit,404,0.4129,0.4677,0,4,0.5468,0.3129,2037,1
50561.68,wallet,gateway_c,network_timeout,786,0.3426,0.9293,0,0,0.8392,0.7015,6925,1
31571.14,net_banking,gateway_c,temporary_gateway_error,86,0.3593,0.7733,0,4,0.6758,0.7597,6421,1
99487.43,wallet,gateway_c,rate_limit,813,0.8772,0.8229,0,4,0.6956,0.3437,2549,1
30082.77,credit_card,gateway_c,suspected_fraud,711,0.0748,0.9208,1,4,0.9707,0.8098,1825,0
84743.74,wallet,gateway_b,insufficient_funds,491,0.8692,0.4848,0,4,0.5327,0.4383,1620,0
74782.19,debit_card,gateway_c,network_timeout,561,0.5954,0.7109,0,1,0.778,0.2314,2768,0
97162.94,net_banking,gateway_c,card_expired,196,0.1317,0.9218,0,4,0.968,0.673,4366,0
34390.25,credit_card,gateway_c,rate_limit,674,0.9499,0.0638,0,0,0.9118,0.7995,5786,0
35157.16,credit_card,gateway_a,authentication_required,596,0.1346,0.3917,1,2,0.5076,0.7559,1521,0
93512.19,credit_card,gateway_a,network_timeout,535,0.6546,0.6201,0,0,0.7788,0.3802,6399,1
93585.34,wallet,gateway_b,rate_limit,729,0.5347,0.5921,0,1,0.8181,0.2486,6200,1
98598.94,net_banking,gateway_c,network_timeout,764,0.4963,0.7689,0,3,0.9627,0.632,5127,1
88647.6,net_banking,gateway_c,suspected_fraud,633,0.0193,0.0725,0,2,0.9919,0.3522,3636,0
2075.99,upi,gateway_c,rate_limit,379,0.1939,0.5432,0,1,0.6854,0.8507,7145,0
2793.03,credit_card,gateway_c,rate_limit,863,0.5735,0.7768,0,2,0.6163,0.446,1633,0
44754.7,credit_card,gateway_b,suspected_fraud,259,0.7073,0.4646,0,2,0.8379,0.8466,5715,0
23347.58,credit_card,gateway_b,network_timeout,465,0.4993,0.8961,0,2,0.9652,0.3782,2437,1
37909.84,net_banking,gateway_b,issuer_unavailable,803,0.9062,0.5704,0,4,0.3461,0.5838,2273,0
72819.67,net_banking,gateway_a,network_timeout,913,0.7781,0.6024,0,0,0.7076,0.8198,2406,1
73023.62,wallet,gateway_a,card_expired,344,0.6483,0.4411,0,0,0.4089,0.6611,5019,0
76048.76,upi,gateway_a,network_timeout,671,0.3802,0.4502,0,3,0.9333,0.79,2982,1
3780.05,credit_card,gateway_c,insufficient_funds,427,0.8284,0.5784,0,4,0.3655,0.4688,2835,0
21108.09,debit_card,gateway_c,insufficient_funds,231,0.1438,0.1375,0,0,0.7488,0.4755,4701,1
37579.98,upi,gateway_c,insufficient_funds,258,0.76,0.2336,0,0,0.6489,0.6748,909,0
45314.87,wallet,gateway_c,network_timeout,390,0.7444,0.0643,0,3,0.4855,0.5517,6272,1
84909.25,wallet,gateway_c,insufficient_funds,771,0.1469,0.5036,0,4,0.9509,0.7111,6610,0
7413.67,debit_card,gateway_c,rate_limit,842,0.2383,0.2672,0,2,0.5271,0.3793,2506,1
94326.79,net_banking,gateway_c,temporary_gateway_error,168,0.5763,0.4397,0,0,0.8279,0.2439,5440,0
43902.34,credit_card,gateway_a,rate_limit,111,0.6661,0.4161,0,3,0.4818,0.6577,2434,0
77919.91,upi,gateway_a,rate_limit,41,0.6559,0.6531,0,0,0.3518,0.7327,6035,1
2447.47,credit_card,gateway_c,temporary_gateway_error,260,0.5865,0.6163,0,2,0.3721,0.7855,2088,0
89879.15,debit_card,gateway_c,card_expired,100,0.5381,0.7173,0,0,0.8353,0.751,687,0
92040.22,credit_card,gateway_a,rate_limit,99,0.2616,0.4356,0,1,0.4475,0.4717,3760,0
9192.44,wallet,gateway_a,issuer_unavailable,786,0.5508,0.0335,0,2,0.4705,0.2529,1116,0
83591.82,net_banking,gateway_c,temporary_gateway_error,517,0.4311,0.5512,1,3,0.88,0.2415,5599,0
23722.75,upi,gateway_a,rate_limit,58,0.9809,0.6643,0,1,0.862,0.6127,1056,1
13985.42,net_banking,gateway_a,temporary_gateway_error,436,0.1572,0.1148,0,0,0.3079,0.353,2057,1
62832.38,credit_card,gateway_c,card_expired,532,0.3408,0.8882,0,3,0.3726,0.7544,658,0
8170.4,wallet,gateway_a,network_timeout,549,0.291,0.9413,0,1,0.3224,0.5422,1959,1
15132.77,credit_card,gateway_c,insufficient_funds,532,0.2466,0.4229,0,0,0.6896,0.5146,353,0
71080.98,net_banking,gateway_a,rate_limit,702,0.0755,0.9047,0,3,0.4201,0.6107,6329,0
37216.45,wallet,gateway_a,authentication_required,856,0.4625,0.0822,1,3,0.5161,0.4017,7008,0
36429.03,net_banking,gateway_a,suspected_fraud,803,0.0201,0.5812,0,1,0.5308,0.7042,3991,0
70977.15,net_banking,gateway_b,network_timeout,753,0.9838,0.4431,0,1,0.9733,0.7956,1594,1
